post_title,post_excerpt,post_status,post_parent,menu_order,post_date,discount_type,coupon_amount,free_shipping,expiry_date,minimum_amount,maximum_amount,individual_use,exclude_sale_items,product_ids,exclude_product_ids,product_categories,exclude_product_categories,customer_email,usage_limit,usage_limit_per_user,limit_usage_to_x_items,sc_coupon_validity,validity_suffix,auto_generate_coupon,coupon_title_prefix,coupon_title_suffix,is_pick_price_of_product,sc_disable_email_restriction,sc_is_visible_storewide
"r1216585c2fcb70a92","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70ae7","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70b44","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70b9a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70bf0","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70c48","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70c9d","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70cf6","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70d4c","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70da2","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70df8","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70e4f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70e96","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70ef7","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70f52","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb70fb0","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7100a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71063","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb710c2","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7111b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71174","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb711cd","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71226","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71287","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb712e0","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71339","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71396","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb713f1","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71449","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb714a3","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71504","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7155e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb715b7","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71612","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7167b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb716db","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71740","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7179f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb717fb","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71855","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb718af","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71909","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71964","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb719be","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71a19","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71a74","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71ace","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71b29","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71b88","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71c00","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71c61","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71cbe","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71d1a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71d77","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71dd3","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71e2f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71e8b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71ee7","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71f45","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb71fa6","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72002","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72063","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb720be","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7211a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72176","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb721d2","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7222e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7228a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb722e6","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7234f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb723ae","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7240b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72468","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb724c5","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72522","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7257f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb725dc","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72639","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72697","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb726fa","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7275c","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb727ba","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7281f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7287c","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb728d9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72935","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72992","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb729ef","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72a50","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72aae","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72b0c","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72b75","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72bd3","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72c31","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72c8f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72ced","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72d4c","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72dab","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72e0f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72e6c","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72ec9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72f2a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb72fb0","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7304b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb730b0","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7310f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7318f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73218","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73296","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73322","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7338f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb733f2","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73452","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb734b2","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73511","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73571","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb735d9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73675","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7370a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73793","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7381b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73888","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb738e9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7394a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb739aa","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73a0b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73a6a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73ade","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73b64","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73bcd","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73c2e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73c8f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73cf4","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73d5a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73dbd","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73e1d","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73e7d","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73edf","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb73f69","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74008","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb740a2","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74137","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb741c9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74258","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb742ee","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74375","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb743e8","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7444c","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb744ad","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7450f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74571","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb745d7","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7464b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb746b3","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74727","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7478f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74800","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74865","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb748c7","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7492a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7498e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb749fa","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74a61","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74ad0","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74b5a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74bc9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74c2e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74c93","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74cfa","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74d63","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74dc9","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74e30","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74e9d","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74f0b","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74f7d","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb74fe5","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7504a","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb750b2","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75119","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75180","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb751e7","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7524e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb752b8","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7531f","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75388","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb753ef","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75458","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb754c5","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75544","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb755b0","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb75619","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb756ac","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb7574e","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
"r1216585c2fcb757cf","","publish","","","","Store Credit / Gift Certificate","25","no","","","","no","no","","","","","","1","","","","days","","R1216","","no","no","no"
